product_id,product_name,category,brand,price,image_url,product_url,description,rating
prod_001,Crisp White Blouse,top,Zara,799,/static/assets/products/prod_001.jpg,https://www.zara.com/in/en/crisp-white-blouse-p08432001.html,Premium poplin cotton oversized blouse with structured collar and mother-of-pearl buttons.,4.8
prod_002,Cotton Poplin Shirt,top,H&M,1499,/static/assets/products/prod_002.jpg,https://www.myntra.com/shirts/hm/hm-men-white-cotton-poplin-relaxed-fit-casual-shirt/21456789/buy,Breathable 100% organic cotton relaxed-fit white shirt with drop shoulders.,4.6
prod_003,Structured Crop Top,top,Myntra,999,/static/assets/products/prod_003.jpg,https://www.myntra.com/tops/snapstyle/women-white-structured-sweetheart-crop-top/19842003/buy,Structured corset-inspired white crop top with delicate sweetheart neckline.,4.5
prod_004,Oversized Poplin Shirt,top,Zara,2990,/static/assets/products/prod_004.jpg,https://www.zara.com/in/en/oversized-poplin-shirt-p08432004.html,Dramatic oversized boyfriend fit shirt in lightweight Italian poplin.,4.7
prod_005,White Oversized Shirt,top,Massimo Dutti,3490,/static/assets/products/prod_005.jpg,https://www.massimodutti.com/in/white-oversized-shirt-l05123005,Tailored 100% linen button-down shirt designed for effortless summer layering.,4.9
prod_006,Light Wash Straight Jeans,bottom,Mango,2490,/static/assets/products/prod_006.jpg,https://www.myntra.com/jeans/mango/mango-women-light-wash-high-rise-straight-fit-jeans/18923006/buy,High-rise straight-leg jeans with vintage washed denim finish.,4.7
prod_007,Classic Straight Jeans,bottom,Levi's Vintage,1299,/static/assets/products/prod_007.jpg,https://www.myntra.com/jeans/levis/levis-vintage-clothing-women-classic-straight-fit-jeans/17584007/buy,Original straight-cut rigid denim jeans with signature copper rivets.,4.8
prod_008,501 Original Fit Jeans,bottom,Levi's,3299,/static/assets/products/prod_008.jpg,https://www.myntra.com/jeans/levis/levis-women-501-original-straight-fit-jeans/17584102/buy,"The timeless icon. Straight leg, button fly, non-stretch pure cotton denim.",4.9
prod_009,Wide High Jeans,bottom,H&M,2299,/static/assets/products/prod_009.jpg,https://www.myntra.com/jeans/hm/hm-women-wide-high-waisted-denim-jeans/21456009/buy,High-waisted extra wide leg relaxed denim trousers for modern silhouettes.,4.6
prod_010,Structured Beige Tote,bag,Charles & Keith,4599,/static/assets/products/prod_010.jpg,https://www.myntra.com/handbags/charles--keith/charles--keith-structured-beige-tote-bag/23456010/buy,Architectural structured leather tote bag with top handles and gold hardware accents.,4.8
prod_011,Minimalist Leather Handbag,bag,Zara,2590,/static/assets/products/prod_011.jpg,https://www.zara.com/in/en/minimalist-leather-handbag-p06232011.html,Smooth ecru leather shoulder bag featuring clean lines and magnetic closure.,4.7
prod_012,Minimalist Gold Set,accessories,Aurate,1996,/static/assets/products/prod_012.jpg,https://www.myntra.com/jewellery/aurate/aurate-women-14k-gold-vermeil-pendant-necklace--hoops-set/18456012/buy,14k gold vermeil delicate pendant necklace paired with matching mini hoops.,4.9
prod_013,Classic Leather Loafers,shoes,Massimo Dutti,4990,/static/assets/products/prod_013.jpg,https://www.massimodutti.com/in/classic-leather-loafers-l0123013,Handcrafted brown calfskin leather penny loafers with cushioned insoles.,4.8
prod_014,Minimalist White Sneakers,shoes,Nike,3995,/static/assets/products/prod_014.jpg,https://www.myntra.com/casual-shoes/nike/nike-court-royale-2-minimalist-white-leather-sneakers/19456014/buy,Clean all-white court sneakers with low-profile leather upper and rubber cupsole.,4.9
prod_015,Structured Trench Coat,jacket,Mango,5999,/static/assets/products/prod_015.jpg,https://www.myntra.com/jackets/mango/mango-women-structured-double-breasted-trench-coat/18923456/buy,Classic double-breasted cotton blend trench coat with storm flaps and belted waist.,4.9
prod_016,Tortoise Acetate Sunglasses,accessories,Ray-Ban,4290,/static/assets/products/prod_016.jpg,https://www.myntra.com/sunglasses/ray-ban/ray-ban-unisex-tortoise-square-sunglasses/15678901/buy,Retro square acetate sunglasses with gradient UV400 protective lenses.,4.7
prod_017,Linen Tailored Trousers,bottom,Zara,2790,/static/assets/products/prod_017.jpg,https://www.zara.com/in/en/linen-tailored-trousers-p07332017.html,Pleated high-rise beige trousers cut from breezy linen-viscose blend fabric.,4.6
prod_018,Leather Crossbody Mini Bag,bag,Charles & Keith,3299,/static/assets/products/prod_018.jpg,https://www.myntra.com/handbags/charles--keith/charles--keith-leather-crossbody-mini-bag/23456018/buy,Sleek compact crossbody bag with adjustable strap and tonal metal clasp.,4.7
prod_019,Chunky Gold Chain Necklace,accessories,H&M,899,/static/assets/products/prod_019.jpg,https://www.myntra.com/jewellery/hm/hm-women-chunky-brushed-gold-plated-chain-necklace/21456019/buy,Statement curb chain necklace plated in warm brushed gold finish.,4.5
prod_020,Suede Pointed Ballet Flats,shoes,Zara,2590,/static/assets/products/prod_020.jpg,https://www.zara.com/in/en/suede-pointed-ballet-flats-p02132020.html,Chic soft suede almond-toe flat shoes with comfortable padded footbed.,4.6
prod_021,Ribbed Knit Sleeveless Top,top,Mango,1290,/static/assets/products/prod_021.jpg,https://www.myntra.com/tops/mango/mango-women-ribbed-knit-sleeveless-high-neck-top/18923021/buy,Fitted fine-knit tank top with mock neck in neutral oatmeal.,4.7
prod_022,Pleated Slip Maxi Skirt,bottom,Zara,2990,/static/assets/products/prod_022.jpg,https://www.zara.com/in/en/pleated-slip-maxi-skirt-p04232022.html,High-waist satin finish pleated midi skirt in champagne beige.,4.8
prod_023,Strappy Minimal Heeled Sandal,shoes,Charles & Keith,3899,/static/assets/products/prod_023.jpg,https://www.myntra.com/heels/charles--keith/charles--keith-women-strappy-minimal-heeled-sandals/23456023/buy,Delicate floss-strap stiletto sandals with modern square toe.,4.6
prod_024,Woven Straw Market Tote,bag,H&M,1899,/static/assets/products/prod_024.jpg,https://www.myntra.com/handbags/hm/hm-women-artisanal-woven-straw-market-tote-bag/21456024/buy,Artisanal handwoven straw tote bag with contrasting black cotton handles.,4.4
prod_025,Striped Relaxed Cotton Poplin Shirt,top,Zara,2590,/static/assets/products/prod_025.jpg,https://www.zara.com/in/en/striped-relaxed-poplin-shirt-p08432025.html,Airy blue and white pinstriped cotton poplin shirt with relaxed drop shoulders and buttoned cuffs.,4.7
prod_026,Linen Mandarin Collar Casual Shirt,top,Massimo Dutti,3990,/static/assets/products/prod_026.jpg,https://www.massimodutti.com/in/linen-mandarin-collar-shirt-l05123026,Pure European flax linen shirt featuring a refined mandarin collar and mother-of-pearl buttons.,4.8
prod_027,Black Ribbed Mock Neck Sleeveless Top,top,Mango,1490,/static/assets/products/prod_027.jpg,https://www.myntra.com/tops/mango/mango-women-black-ribbed-mock-neck-top/21456027/buy,Form-fitting ribbed stretch knit sleeveless top with high mock neck in deep jet black.,4.6
prod_028,Classic Crew Neck Organic Cotton T-Shirt,top,H&M,799,/static/assets/products/prod_028.jpg,https://www.myntra.com/tshirts/hm/hm-men-classic-crew-neck-organic-cotton-tshirt/21456028/buy,Heavyweight premium organic jersey cotton crewneck tee with ribbed collar and regular drape.,4.5
prod_029,Silk Satin Tie-Neck Blouse,top,Marks & Spencer,3499,/static/assets/products/prod_029.jpg,https://www.myntra.com/shirts/marks--spencer/m-and-s-women-silk-satin-tie-neck-formal-blouse/21456029/buy,Lustrous mulberry silk satin blouse with delicate pussybow tie neck and bishop sleeves.,4.9
prod_030,Chambray Denim Button-Down Shirt,top,Levi's,2799,/static/assets/products/prod_030.jpg,https://www.myntra.com/shirts/levis/levis-men-classic-chambray-denim-button-down-shirt/21456030/buy,Lightweight breathable cotton chambray utility shirt with dual chest flap pockets.,4.7
prod_031,Knitted Cable Polo Sweater,top,Zara,3290,/static/assets/products/prod_031.jpg,https://www.zara.com/in/en/knitted-cable-polo-sweater-p08432031.html,Intricate cable knit polo sweater in warm ivory with spread collar and ribbed hem.,4.8
prod_032,Square Neck Corset Camisole,top,ONLY,1199,/static/assets/products/prod_032.jpg,https://www.myntra.com/tops/only/only-women-square-neck-structured-corset-camisole/21456032/buy,Structured boned bodice crop camisole with wide shoulder straps in soft blush pink.,4.4
prod_033,Fine Knit Merino Wool Turtleneck,top,Massimo Dutti,4990,/static/assets/products/prod_033.jpg,https://www.massimodutti.com/in/merino-wool-turtleneck-sweater-l05123033,Ultra-soft 100% extra-fine merino wool roll-neck sweater in rich camel brown.,4.9
prod_034,Boxy Cropped Linen Blend Blouse,top,H&M,1299,/static/assets/products/prod_034.jpg,https://www.myntra.com/tops/hm/hm-women-boxy-cropped-linen-blend-short-sleeve-blouse/21456034/buy,Breezy short-sleeved linen blouse with relaxed boxy silhouette in natural unbleached beige.,4.5
prod_035,Vintage Wash Graphic Oversized Tee,top,Roadster,699,/static/assets/products/prod_035.jpg,https://www.myntra.com/tshirts/roadster/roadster-unisex-vintage-wash-oversized-graphic-tee/21456035/buy,Acid-washed vintage distressed heavyweight cotton skate tee with retro typography print.,4.3
prod_036,Pointelle Knit Scallop Trim Cardigan,top,Mango,2990,/static/assets/products/prod_036.jpg,https://www.myntra.com/sweaters/mango/mango-women-pointelle-knit-scallop-trim-cardigan/21456036/buy,Delicate openwork pointelle knit button-front cardigan with scalloped edges in sage green.,4.6
prod_037,Tailored Oxford Cloth Button-Down,top,Marks & Spencer,2299,/static/assets/products/prod_037.jpg,https://www.myntra.com/shirts/marks--spencer/m-and-s-men-pure-cotton-tailored-oxford-shirt/21456037/buy,Substantial basketweave Oxford cotton shirt with crisp button-down collar in pale sky blue.,4.7
prod_038,Lace Trim Satin V-Neck Camisole,top,Vero Moda,1299,/static/assets/products/prod_038.jpg,https://www.myntra.com/tops/vero-moda/vero-moda-women-lace-trim-satin-v-neck-camisole/21456038/buy,Silky satin camisole top edged with eyelash lace trim along the plunge neckline.,4.5
prod_039,Cotton Crochet Halter Neck Top,top,Zara,1990,/static/assets/products/prod_039.jpg,https://www.zara.com/in/en/cotton-crochet-halter-top-p08432039.html,Handcrafted artisanal crochet halterneck crop top in two-tone ecru and terracotta.,4.6
prod_040,Handblock Printed Khadi Cotton Kurta Top,top,FabIndia,1690,/static/assets/products/prod_040.jpg,https://www.myntra.com/tops/fabindia/fabindia-women-handblock-printed-khadi-cotton-short-kurta/21456040/buy,Authentic indigo handblock printed handspun khadi cotton short tunic top with side slits.,4.8
prod_041,High-Rise Wide Leg Pleated Trousers,bottom,Zara,3290,/static/assets/products/prod_041.jpg,https://www.zara.com/in/en/high-rise-wide-leg-trousers-p08432041.html,Architectural fluid tailored trousers with front pleats and wide palazzo leg in charcoal grey.,4.8
prod_042,Mile High Super Skinny Jeans,bottom,Levi's,3499,/static/assets/products/prod_042.jpg,https://www.myntra.com/jeans/levis/levis-women-mile-high-super-skinny-fit-jeans/21456042/buy,Sleek ultra high-rise skinny denim with sculpting four-way stretch in deep ink wash.,4.7
